,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9
X0,5.699422780471279,4.763056871265309,3.7839234555413164,4.176723287111088,4.490342651154706,4.779454802937284,4.212385885000781,4.793737556617164,5.367850675045595,3.8214912124551175
X1,4.7158496099063125,3.241194306519963,4.198212429168625,2.4235321776735432,2.6224095440394875,1.9568425318227631,1.1319557167781895,1.816277706618669,6.062573551203855,6.038786867334108
X2,2.865833480346911,2.645749284257607,1.9038127987802551,0.5661988078095879,0.11017937261909076,0.12217279040665947,0.14568836732487128,0.10736826051094894,2.2901918849039045,7.832436871216252
X3,1.9823083383055096,0.5064363599769054,0.353881342956843,1.5592425777488539,1.2752810351057635,2.602848552381789,1.05163682938316,0.2360784949750521,0.5134853201566776,7.78720550451548
X4,1.8815526381854182,0.4615507368820717,0.38727410975680454,1.7727054024710036,2.513391038383556,2.943718166065639,2.3695443175622763,2.039620561275578,0.5396762409337001,8.837157583912774
X5,2.1769082410747598,0.43360619838602404,1.2986085294965177,1.7545244541614695,2.6815693642375122,2.215133187983627,4.482230104602326,3.3872883436732852,0.6856427817885704,3.5442753735638632
X6,0.9754933936244476,0.45491760008870014,2.216400453786571,3.4104966998311212,2.221884788193323,1.9646204738773423,2.918020365928217,5.648668193990411,5.423395069104883,3.0816575741391183
X7,0.5090500389784596,0.7156291707689295,2.7949848384842197,2.138775819920166,1.9381937022662348,2.35945167093091,3.298331332010216,2.2074842113750153,4.491891915294503,4.630968389889184
X8,2.247380923120908,2.6545777689422336,2.2290946847117024,2.0185193541690696,2.183664868985191,2.6803864273632967,3.00822322858431,2.6309664015382936,2.264425280589035,3.2753530258991983
X9,2.354148951585213,3.0782135675824684,2.712575904488221,2.7506343198308167,2.6145982497597644,3.4190455626441536,3.1981012382828307,2.9426564375787527,2.318466554402825,2.9019516089424724
