,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9
X0,0.9022138721655343,0.6046724930313924,0.6015314645437642,0.5769934291457488,0.4662153690076097,0.26891001629636446,0.16626160293903752,0.22313391560448056,0.531056438648637,0.8516048927872836
X1,0.8167748596936887,0.45345905998979574,0.43391587672380455,0.836335415048316,0.13679115186564403,0.16997349774487497,0.17480181651160143,0.3609233622588397,0.9048862073261648,1.3639006985990405
X2,0.6235113826413179,0.8523337238975947,0.14236982809213772,0.12453581242958857,0.15540499167362884,0.1965453972599767,0.08135405496782112,0.14254633579674356,1.1184739938662667,2.1479056427542536
X3,0.3878831582301867,0.21480778288126687,0.14576304683696215,0.11262452533884758,0.16562265264986298,0.8214237184428026,0.0830248515344113,0.1637953851779877,0.9540763592213887,1.8162307006343499
X4,0.5521970661951829,0.5917490114176562,0.6438305595612749,0.7641531412677552,0.7780472996649335,0.7524021705334418,1.035888953150097,0.1892704131326544,0.8934501888035404,0.38039264330886513
X5,0.9320728217883208,0.5643629278618378,0.6102710685598246,0.8234338058629113,1.539952757595247,0.9759327106187602,0.5232363090019381,0.057372402306546263,0.06207506508228207,0.17556248220533283
X6,0.48296891122569063,0.6033211465930725,0.7139033007899613,1.5255911215436433,1.929288048035315,0.7711653751545229,2.051794079891393,1.7401783754606814,1.759433141755363,0.7556530298934883
X7,0.5040712791569026,0.49766537089345336,0.5353640915643534,0.8786778290446012,2.1478526278597743,2.506408557410219,2.809584817414727,1.0311435925462564,3.7749911499605084,4.120822643401761
X8,0.8613407979890491,0.8175943227952405,1.0304628591132359,1.1615932274618554,1.4392005137230253,1.5852351303166705,1.7595845248193862,1.9008079422244453,3.1115130217551337,3.792650215944804
X9,1.9254788182268543,1.5604693433583285,1.3544543729585659,0.942274087531878,0.7446905378252272,0.9214181778189421,1.569153380004673,2.016895049072474,2.5424340499815252,2.83006654910495
