,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9
X0,-3.7854260097850454,-3.406381130218506,-2.9441102851520884,-2.6539794965223833,-2.2995942289179023,-1.7374626831574873,-1.1385257135738025,-0.4381063634699041,-0.11132665113969283,0.6100961078297008
X1,-4.022158232602206,-3.6125916134227407,-3.3531051765788686,-0.730718964880163,-2.1841157349673184,-1.333310300653631,-0.457083290273493,0.5139109871604226,1.292739992791956,1.9480918049812317
X2,-4.3876236785541884,-0.5708654414523732,-3.066098364916715,-2.204821998422796,-1.314946640621532,-0.3746452981775457,0.7140836228023876,1.8041269779205322,2.891054624860937,3.2566296837546607
X3,-4.5569280277598985,-4.278376774354414,-3.691705096851696,-2.9836454608223657,-2.2089142474261196,-0.5336272499778054,1.7151506814089688,3.185073744166981,4.326565341515974,5.600682887164029
X4,-4.634573329578746,-4.0199454697695645,-3.397496917031028,-2.6545918638055976,-1.8351299979469993,-2.539979479529641,-0.8485666188326749,4.538626302372325,6.187000881541859,7.353876373984597
X5,-0.7309969501061873,-4.672068509188565,-4.0563602230765605,-0.8412611430341547,-1.247502782128074,-0.5440105579116128,4.56515645980835,6.214691682295366,7.997277823361483,9.3526160066778
X6,-5.719020236622203,-5.193144798278809,-0.6854050105268304,-1.01534104347229,-0.3324119611219926,-0.4610247097232125,5.904379194433039,7.99153657393022,10.00253998149525,-0.5212946344505657
X7,-6.116067496213046,-5.6723221865567295,-6.207086563110352,-0.9020921100269664,0.7575400200757113,1.9696705124594949,3.6424208825284783,-0.8358521244742654,7.876867207613858,4.62626978484067
X8,-0.5545864728364077,-0.4633176922798157,-0.47132973779331555,-1.3564506714994258,-0.009206891059875488,1.0736917799169368,2.698583245277405,2.9465236338702114,4.273700814355504,2.4542991410602224
X9,-1.543869592926719,-1.6480561223897068,-1.7929332418875261,-1.705853592265736,-1.1550761732188137,-0.2135181643746116,0.8574710217389193,0.9008396538821134,1.4767641750248997,0.7116943543607538
